Potencial do Jogador,Idade,Posicao,Gols,Assistencias,Chutes ao Gol,Precisao de Passe,Desarmes,Interceptacoes,Faltas,Cartoes Amarelos,Cartoes Vermelhos,Historico de Lesoes,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante
89,19,Forward,3,3,16,83.2,1,2,0,0,0,Low,162,69,Coimbra,Esquerdo
94,32,Goalkeeper,5,4,8,94.0,2,4,1,0,0,Low,161,75,Lisboa,Ambidestro
53,19,Forward,5,4,10,80.5,2,3,1,1,0,High,188,64,Porto,Esquerdo
72,21,Forward,6,4,8,87.9,3,2,2,0,0,None,201,75,Lisboa,Ambidestro
98,17,Midfielder,2,3,11,82.0,4,1,0,0,0,High,186,51,Faro,Direito
72,19,Forward,1,4,12,71.4,1,2,2,0,0,None,196,99,Lisboa,Direito
87,23,Midfielder,5,1,15,85.5,5,2,3,0,0,Low,176,73,Braga,Ambidestro
55,17,Goalkeeper,4,2,9,71.2,1,2,1,0,0,Medium,197,67,Porto,Direito
92,17,Defender,9,4,14,90.8,1,1,4,0,1,High,209,94,Lisboa,Esquerdo
99,23,Goalkeeper,4,4,15,95.5,2,3,0,0,0,Medium,203,69,Porto,Esquerdo
74,20,Midfielder,2,4,7,78.4,0,4,0,0,1,High,156,60,Braga,Direito
64,29,Forward,2,4,9,81.3,4,4,0,0,0,Medium,191,74,Faro,Direito
73,28,Goalkeeper,5,7,14,86.3,5,0,0,0,0,High,189,73,Lisboa,Ambidestro
65,34,Midfielder,2,1,13,86.3,9,5,2,0,0,Low,208,68,Coimbra,Direito
86,16,Goalkeeper,8,2,12,86.2,0,4,0,0,0,Low,208,96,Coimbra,Ambidestro
70,27,Defender,4,2,11,70.1,3,4,1,1,0,High,186,87,Braga,Esquerdo
96,18,Defender,6,4,10,79.1,4,1,1,0,0,Low,156,56,Coimbra,Direito
61,29,Goalkeeper,8,5,12,86.8,4,3,1,0,0,None,167,72,Faro,Esquerdo
55,20,Defender,6,5,7,80.2,2,3,2,0,0,Medium,155,68,Braga,Direito
86,32,Midfielder,3,4,14,88.2,1,1,3,0,0,Low,200,67,Porto,Ambidestro
86,32,Forward,4,1,14,87.7,2,1,2,1,0,None,183,98,Coimbra,Ambidestro
73,26,Forward,8,2,14,84.7,6,2,0,0,0,Low,160,72,Lisboa,Esquerdo
98,27,Goalkeeper,5,1,11,72.2,2,3,0,0,0,None,192,55,Lisboa,Direito
87,19,Goalkeeper,7,3,9,91.6,0,3,0,0,0,High,202,87,Faro,Esquerdo
79,24,Midfielder,3,2,15,75.8,1,1,0,0,0,High,187,57,Braga,Direito
100,30,Forward,1,2,10,97.7,1,1,0,0,0,Medium,199,73,Porto,Ambidestro
73,16,Forward,4,4,5,96.3,4,4,1,0,0,Low,151,72,Lisboa,Esquerdo
77,16,Midfielder,3,0,9,81.7,3,0,2,1,0,Low,173,69,Porto,Direito
53,18,Defender,6,3,11,77.9,1,0,1,0,0,Medium,173,70,Braga,Ambidestro
80,27,Forward,4,4,10,77.3,3,3,1,0,0,High,153,72,Faro,Direito
61,21,Goalkeeper,5,3,15,88.4,2,3,0,0,0,None,183,93,Braga,Esquerdo
98,18,Defender,11,2,11,74.2,2,4,1,0,0,Medium,175,79,Coimbra,Esquerdo
66,23,Forward,5,2,5,75.1,0,4,0,0,0,High,185,76,Porto,Direito
99,28,Defender,2,1,10,92.4,2,3,1,0,0,None,197,54,Faro,Esquerdo
80,27,Defender,7,2,9,78.3,1,5,1,0,1,High,203,58,Lisboa,Direito
87,17,Forward,4,2,10,70.3,0,1,2,0,0,Medium,196,70,Porto,Direito
97,32,Forward,8,2,11,76.0,1,4,1,0,0,High,200,97,Porto,Direito
73,34,Midfielder,7,7,13,79.4,0,4,0,0,0,High,155,54,Braga,Ambidestro
73,34,Goalkeeper,1,7,7,80.8,3,0,0,0,0,High,202,77,Coimbra,Esquerdo
54,30,Forward,8,3,14,98.8,0,0,1,0,0,High,184,96,Faro,Esquerdo
92,31,Forward,4,2,13,71.0,3,2,0,0,0,None,158,86,Faro,Ambidestro
98,31,Goalkeeper,4,2,17,97.9,2,3,1,0,0,Low,209,68,Faro,Direito
56,21,Midfielder,1,2,8,88.3,1,3,1,1,0,Low,184,83,Porto,Ambidestro
87,17,Defender,4,4,12,85.3,5,4,2,0,1,None,154,84,Porto,Esquerdo
59,26,Goalkeeper,6,3,6,81.2,3,6,0,0,0,High,195,51,Faro,Ambidestro
99,18,Midfielder,5,5,12,86.7,2,4,2,0,0,Low,184,84,Lisboa,Ambidestro
65,24,Defender,3,1,10,79.1,1,4,0,0,0,High,171,88,Lisboa,Ambidestro
83,31,Goalkeeper,8,4,9,92.1,2,2,0,0,0,None,151,83,Braga,Esquerdo
81,23,Midfielder,4,2,16,73.3,2,3,2,0,0,None,167,88,Lisboa,Ambidestro
81,28,Forward,3,2,13,77.5,2,7,0,0,0,High,184,89,Faro,Ambidestro
77,19,Forward,4,3,11,74.8,0,1,1,0,0,Low,208,66,Coimbra,Ambidestro
51,17,Defender,5,2,11,92.1,1,2,1,0,0,None,180,62,Porto,Direito
65,32,Forward,6,4,8,99.0,1,3,0,1,0,Medium,192,67,Faro,Ambidestro
90,33,Defender,9,4,9,84.0,0,3,0,0,0,High,199,55,Coimbra,Esquerdo
72,32,Midfielder,7,6,9,97.3,1,4,0,0,0,None,165,71,Coimbra,Esquerdo
83,21,Forward,6,1,15,71.0,3,4,0,1,0,None,153,88,Braga,Esquerdo
91,26,Defender,7,2,11,89.3,2,2,0,0,0,High,160,66,Porto,Esquerdo
90,33,Goalkeeper,4,2,9,83.0,1,0,0,0,0,Low,193,85,Lisboa,Esquerdo
66,29,Midfielder,5,2,10,92.9,1,1,1,0,0,Low,187,75,Lisboa,Ambidestro
68,16,Forward,2,3,9,93.7,4,1,0,1,0,None,206,86,Lisboa,Esquerdo
97,17,Forward,3,2,10,85.0,4,4,1,0,0,High,183,99,Lisboa,Direito
56,22,Defender,7,0,13,94.4,2,0,0,0,0,None,191,76,Faro,Ambidestro
60,25,Goalkeeper,6,5,9,92.2,3,1,1,0,0,Medium,164,88,Porto,Ambidestro
97,21,Forward,7,2,14,89.2,3,1,0,0,0,Medium,194,67,Coimbra,Ambidestro
62,28,Defender,6,1,10,85.6,0,2,0,0,0,None,174,94,Lisboa,Esquerdo
83,26,Forward,4,3,10,90.9,3,2,1,0,0,High,182,80,Coimbra,Esquerdo
99,32,Midfielder,3,1,7,85.0,2,3,1,1,1,None,168,80,Faro,Direito
90,33,Forward,4,7,12,84.5,0,2,3,0,0,High,185,64,Lisboa,Esquerdo
72,20,Defender,4,1,12,99.1,2,1,0,0,0,Medium,174,99,Lisboa,Ambidestro
68,30,Defender,3,7,14,72.5,3,2,0,0,0,Low,207,90,Coimbra,Ambidestro
87,29,Defender,3,3,16,80.5,1,2,1,0,0,Medium,195,66,Faro,Direito
67,33,Goalkeeper,5,1,9,85.2,2,3,0,0,1,None,192,96,Porto,Direito
65,22,Goalkeeper,4,2,7,99.2,3,0,2,0,0,High,199,59,Lisboa,Esquerdo
69,26,Midfielder,5,4,3,82.7,5,0,0,0,0,High,175,65,Coimbra,Direito
66,21,Forward,4,2,13,85.8,3,1,0,0,0,High,154,65,Faro,Esquerdo
88,20,Goalkeeper,6,2,8,98.8,2,2,1,0,0,High,180,72,Lisboa,Direito
57,20,Forward,2,3,5,72.3,0,2,0,1,0,Medium,182,95,Braga,Esquerdo
78,34,Forward,7,5,7,78.8,2,4,2,1,0,None,207,89,Braga,Esquerdo
78,34,Defender,8,4,20,79.7,1,0,1,0,0,None,197,76,Lisboa,Esquerdo
65,26,Defender,7,3,12,82.1,1,1,0,0,0,None,155,60,Lisboa,Direito
77,27,Forward,8,4,3,99.2,3,0,0,0,0,Medium,157,76,Faro,Direito
75,30,Defender,6,2,6,71.3,1,3,1,1,0,Medium,172,79,Coimbra,Ambidestro
89,32,Forward,2,4,6,83.4,3,1,0,0,0,Low,176,63,Faro,Direito
74,17,Forward,4,6,9,97.3,3,3,1,0,0,None,158,59,Lisboa,Direito
92,24,Defender,4,4,9,80.0,1,3,0,0,0,None,194,71,Porto,Ambidestro
66,23,Goalkeeper,3,1,7,79.9,3,1,1,0,0,Low,206,59,Braga,Esquerdo
52,21,Forward,3,6,8,77.5,2,1,0,0,0,Low,197,83,Coimbra,Ambidestro
77,31,Goalkeeper,7,0,13,99.9,1,1,0,0,0,Low,173,78,Lisboa,Esquerdo
71,25,Goalkeeper,9,1,15,82.9,1,0,0,0,0,None,155,52,Braga,Ambidestro
80,16,Defender,2,5,9,85.5,2,3,0,0,0,Medium,206,59,Porto,Direito
88,30,Goalkeeper,6,1,20,94.7,1,2,3,1,0,Medium,190,96,Porto,Direito
60,18,Goalkeeper,3,5,10,99.1,2,2,1,0,0,High,205,72,Braga,Direito
84,20,Goalkeeper,4,7,7,99.8,1,2,0,1,0,Medium,203,72,Braga,Esquerdo
77,16,Goalkeeper,3,3,12,84.0,0,1,1,0,0,Low,207,60,Braga,Direito
63,21,Forward,5,1,12,89.3,2,1,1,1,0,Low,174,66,Braga,Ambidestro
72,33,Defender,4,6,8,74.2,3,0,2,0,1,None,161,57,Lisboa,Direito
54,20,Defender,5,7,8,76.5,1,1,2,1,0,Medium,190,75,Braga,Esquerdo
69,16,Defender,5,1,11,84.0,2,1,0,1,0,None,151,66,Porto,Ambidestro
59,33,Forward,3,2,13,75.3,1,2,1,0,0,Medium,151,55,Coimbra,Esquerdo
82,33,Forward,3,1,7,89.6,0,0,3,1,0,Medium,168,86,Braga,Esquerdo
96,24,Midfielder,4,0,12,83.2,1,6,1,1,0,None,183,96,Porto,Direito
86,25,Forward,3,6,7,86.6,3,2,1,1,0,High,154,72,Coimbra,Ambidestro
60,20,Forward,4,5,12,76.7,1,2,0,0,0,Medium,186,81,Coimbra,Direito
98,25,Goalkeeper,6,4,16,84.5,3,3,0,1,0,None,207,72,Lisboa,Esquerdo
96,28,Forward,7,3,14,71.4,5,2,0,0,0,Medium,172,69,Coimbra,Direito
85,32,Midfielder,8,3,15,78.6,0,1,3,0,0,Medium,186,72,Lisboa,Esquerdo
54,19,Midfielder,5,0,12,74.2,1,1,0,0,0,Low,181,79,Braga,Ambidestro
84,16,Goalkeeper,6,1,11,86.6,3,2,0,0,0,None,177,83,Lisboa,Direito
82,30,Forward,4,5,12,84.0,0,3,0,1,0,Medium,193,60,Porto,Ambidestro
51,16,Forward,8,1,10,90.8,4,3,0,0,0,None,204,84,Lisboa,Esquerdo
76,27,Defender,4,3,5,98.6,1,1,1,0,0,None,176,80,Coimbra,Direito
88,17,Forward,7,2,9,92.5,1,2,2,0,0,Low,152,68,Braga,Ambidestro
98,34,Goalkeeper,5,4,15,99.5,1,2,0,0,1,High,199,74,Coimbra,Esquerdo
87,30,Defender,4,3,15,93.5,5,5,1,0,0,Low,191,76,Coimbra,Direito
88,28,Forward,5,2,14,83.2,6,1,0,0,0,None,206,88,Porto,Direito
84,24,Defender,6,2,12,77.6,1,1,1,1,0,Medium,163,89,Porto,Esquerdo
79,21,Midfielder,5,4,12,72.5,0,2,1,0,0,Medium,209,65,Braga,Esquerdo
83,18,Goalkeeper,3,3,9,96.7,5,2,3,0,0,None,150,50,Porto,Ambidestro
54,33,Midfielder,3,0,10,86.6,1,1,0,0,0,High,202,56,Lisboa,Ambidestro
86,31,Forward,7,2,8,93.4,1,2,0,0,0,Low,184,85,Braga,Ambidestro
50,19,Midfielder,8,4,5,85.1,3,2,2,0,0,High,164,98,Coimbra,Ambidestro
66,32,Midfielder,4,6,8,73.1,2,3,0,0,0,High,172,70,Lisboa,Esquerdo
68,34,Defender,2,3,13,81.0,3,2,0,0,0,Low,158,97,Braga,Direito
81,21,Goalkeeper,4,1,13,70.9,2,2,1,0,0,High,178,70,Braga,Direito
88,34,Goalkeeper,3,2,7,94.8,3,4,1,0,0,None,207,89,Faro,Ambidestro
96,23,Midfielder,5,1,15,91.9,1,0,2,0,0,None,192,95,Porto,Esquerdo
75,33,Forward,11,3,8,99.6,0,1,1,0,0,Medium,175,88,Braga,Ambidestro
72,20,Forward,6,6,13,71.2,1,2,0,0,0,None,163,66,Braga,Direito
84,29,Midfielder,6,4,10,93.7,0,2,1,0,0,High,165,81,Braga,Esquerdo
77,31,Forward,5,6,10,88.1,1,0,1,0,0,High,191,51,Faro,Esquerdo
96,30,Midfielder,4,6,6,79.0,2,4,0,0,0,Low,160,89,Porto,Direito
64,34,Goalkeeper,3,5,9,76.4,2,1,1,1,0,Low,154,76,Faro,Direito
71,16,Forward,7,3,5,80.3,2,0,1,0,0,None,189,65,Lisboa,Ambidestro
62,20,Defender,4,4,6,94.1,1,1,1,0,0,None,185,63,Lisboa,Esquerdo
85,22,Midfielder,4,3,13,97.7,3,0,1,0,0,Medium,191,98,Lisboa,Esquerdo
78,28,Forward,5,3,9,81.4,3,1,0,1,0,High,195,67,Braga,Esquerdo
81,19,Defender,9,5,13,86.8,2,2,1,1,0,Medium,189,59,Porto,Direito
96,34,Goalkeeper,1,1,8,93.4,2,1,2,0,0,Medium,188,99,Faro,Ambidestro
99,29,Midfielder,5,5,8,87.8,2,0,1,0,0,High,180,90,Porto,Ambidestro
68,33,Forward,9,3,10,93.0,1,1,2,0,0,High,189,86,Lisboa,Ambidestro
83,17,Goalkeeper,6,5,13,91.7,1,1,0,0,0,Low,179,92,Faro,Esquerdo
86,34,Midfielder,5,2,11,77.8,2,1,0,0,0,Low,173,83,Porto,Ambidestro
90,28,Defender,7,4,11,77.1,1,1,2,0,0,None,190,83,Porto,Esquerdo
66,31,Midfielder,2,3,10,75.0,3,2,2,0,0,Medium,208,88,Braga,Ambidestro
55,23,Goalkeeper,6,3,12,86.2,0,3,0,0,0,None,190,90,Faro,Esquerdo
92,18,Defender,5,1,5,80.6,1,0,0,0,0,High,184,79,Lisboa,Direito
57,23,Defender,9,3,11,84.2,2,3,3,0,0,High,201,76,Coimbra,Esquerdo
86,29,Goalkeeper,4,4,16,99.9,3,1,2,0,0,None,169,53,Porto,Esquerdo
89,32,Forward,7,2,18,96.5,1,2,0,0,1,Medium,173,87,Faro,Esquerdo
77,17,Defender,2,5,8,73.8,2,1,2,0,0,Medium,206,61,Coimbra,Direito
70,32,Defender,6,1,15,84.3,4,2,1,0,0,None,153,80,Porto,Direito
65,29,Forward,9,1,4,83.4,3,7,0,0,0,Low,200,59,Porto,Esquerdo
64,21,Defender,7,5,6,86.2,2,3,0,0,0,None,173,59,Porto,Ambidestro
93,34,Forward,6,3,7,84.6,1,1,4,0,0,None,156,75,Coimbra,Direito
92,32,Goalkeeper,3,4,9,86.7,2,1,0,0,0,Medium,188,58,Coimbra,Ambidestro
81,28,Goalkeeper,3,0,9,74.6,1,1,1,1,0,Medium,208,98,Lisboa,Ambidestro
59,20,Forward,4,3,17,89.2,2,0,1,0,0,Low,206,54,Coimbra,Ambidestro
95,32,Defender,4,3,6,86.9,4,4,2,0,0,High,171,84,Porto,Direito
74,30,Midfielder,6,4,13,81.5,1,2,0,1,0,Medium,159,63,Porto,Esquerdo
57,24,Defender,11,1,10,84.3,2,2,1,0,0,None,177,86,Porto,Esquerdo
76,30,Midfielder,3,1,11,77.6,0,1,3,0,0,Low,165,82,Faro,Ambidestro
85,33,Defender,3,2,11,85.3,0,2,0,0,0,None,172,63,Faro,Esquerdo
82,26,Goalkeeper,3,1,9,71.9,5,1,2,0,0,Medium,181,84,Coimbra,Esquerdo
59,30,Forward,4,4,10,78.8,3,4,1,0,0,Low,152,75,Faro,Esquerdo
50,22,Defender,4,5,7,98.8,4,1,2,1,1,None,187,81,Lisboa,Esquerdo
67,29,Forward,6,4,6,76.9,1,1,0,0,0,High,193,96,Lisboa,Direito
79,20,Midfielder,2,3,12,75.7,3,6,2,0,0,High,199,52,Braga,Esquerdo
73,31,Defender,2,5,2,93.8,3,1,1,1,0,None,187,84,Braga,Ambidestro
96,30,Midfielder,5,7,7,90.1,2,1,1,1,0,Medium,155,75,Porto,Direito
85,26,Defender,7,2,12,82.8,2,3,0,0,0,None,173,81,Lisboa,Direito
83,27,Forward,3,1,8,83.6,0,1,2,0,0,None,201,63,Porto,Esquerdo
95,30,Forward,7,2,12,95.7,0,2,1,0,0,None,180,95,Braga,Direito
80,27,Defender,1,4,8,96.0,1,1,1,1,0,None,150,63,Coimbra,Ambidestro
79,18,Midfielder,4,4,13,92.0,3,2,3,0,0,Low,186,60,Lisboa,Esquerdo
96,16,Defender,6,2,14,98.6,2,0,0,1,0,Low,155,98,Faro,Direito
92,30,Defender,6,2,12,93.6,5,3,1,0,0,Medium,159,91,Lisboa,Ambidestro
99,22,Defender,10,4,10,93.4,0,1,1,1,0,High,169,62,Coimbra,Ambidestro
73,34,Midfielder,5,4,11,78.6,1,2,2,1,0,None,209,80,Lisboa,Ambidestro
69,30,Goalkeeper,5,6,6,99.1,2,2,1,0,0,None,181,56,Braga,Esquerdo
76,29,Defender,6,6,13,98.4,2,1,1,1,0,None,172,77,Braga,Direito
53,28,Goalkeeper,5,3,15,93.1,0,3,0,0,0,None,166,54,Faro,Esquerdo
93,21,Forward,8,2,8,87.3,1,4,2,0,1,Low,189,69,Porto,Esquerdo
99,24,Defender,5,1,13,79.3,4,1,0,0,0,High,180,60,Faro,Esquerdo
81,24,Defender,6,2,7,71.3,0,1,0,0,0,Low,208,73,Braga,Ambidestro
99,31,Forward,4,6,14,88.9,4,1,2,0,0,Medium,209,76,Porto,Direito
76,26,Goalkeeper,2,0,9,79.5,1,0,1,0,1,Low,196,74,Faro,Ambidestro
91,26,Defender,7,4,8,81.3,1,3,1,0,0,High,204,61,Coimbra,Esquerdo
66,33,Midfielder,1,2,8,94.6,3,3,2,0,0,High,153,94,Lisboa,Esquerdo
88,16,Goalkeeper,8,3,11,91.5,3,4,0,0,0,None,209,70,Porto,Ambidestro
80,23,Goalkeeper,4,2,11,95.9,1,1,2,0,0,High,185,70,Lisboa,Esquerdo
85,22,Defender,8,3,11,86.0,4,3,2,0,0,Low,156,66,Coimbra,Direito
93,18,Midfielder,11,2,7,93.5,2,2,5,0,1,High,184,56,Lisboa,Ambidestro
78,17,Goalkeeper,5,2,11,93.7,2,2,0,0,0,Medium,187,60,Lisboa,Esquerdo
60,32,Defender,5,5,12,86.8,3,4,1,0,0,Low,174,69,Lisboa,Esquerdo
78,29,Goalkeeper,7,4,8,79.0,1,0,0,0,1,Medium,189,98,Coimbra,Esquerdo
53,33,Defender,5,1,12,84.3,4,1,0,0,0,Medium,188,62,Porto,Esquerdo
81,23,Defender,3,2,5,77.6,2,1,1,1,0,Low,198,64,Porto,Direito
69,17,Midfielder,4,0,14,92.3,2,2,2,0,0,Medium,153,62,Porto,Esquerdo
59,18,Forward,4,0,9,79.6,2,1,1,0,0,None,151,97,Faro,Direito
90,16,Goalkeeper,8,2,8,98.8,1,1,3,0,0,High,158,67,Coimbra,Esquerdo
64,34,Goalkeeper,5,1,10,81.7,3,4,0,0,0,Low,195,70,Lisboa,Esquerdo
56,22,Goalkeeper,5,1,13,98.7,3,1,1,0,0,High,192,76,Porto,Esquerdo
52,22,Goalkeeper,5,4,8,95.1,2,2,0,0,0,None,159,96,Braga,Ambidestro
77,19,Goalkeeper,3,6,16,81.1,3,2,3,1,0,Low,156,83,Porto,Ambidestro
88,20,Goalkeeper,6,4,11,74.1,1,2,0,0,0,High,167,98,Coimbra,Direito
93,34,Defender,4,3,9,78.4,1,4,0,1,0,High,200,89,Faro,Esquerdo
81,22,Defender,5,3,15,80.2,0,2,2,1,0,Medium,158,77,Braga,Ambidestro
70,30,Defender,3,3,13,70.7,3,0,2,1,0,Low,172,91,Faro,Direito
51,31,Forward,8,2,15,73.4,2,1,0,1,0,Low,170,97,Braga,Direito
94,33,Goalkeeper,3,0,7,77.8,1,2,1,0,0,High,202,89,Braga,Direito
74,17,Defender,2,4,8,96.7,0,5,0,0,0,Medium,201,80,Faro,Esquerdo
58,25,Midfielder,2,3,7,92.6,1,2,2,0,0,None,170,61,Porto,Ambidestro
59,33,Goalkeeper,3,0,6,81.3,0,1,0,0,0,Medium,170,64,Lisboa,Esquerdo
93,27,Goalkeeper,6,3,11,70.0,3,4,1,0,0,Low,160,59,Faro,Direito
82,16,Forward,7,1,14,73.0,4,0,1,0,0,High,181,66,Braga,Ambidestro
92,19,Midfielder,2,3,11,75.1,2,3,1,0,0,Medium,166,95,Porto,Esquerdo
79,20,Midfielder,5,4,7,94.5,2,0,1,0,0,Low,205,63,Faro,Esquerdo
96,31,Forward,1,1,9,97.6,4,2,1,0,0,Low,201,69,Coimbra,Ambidestro
85,21,Forward,4,1,10,91.9,1,4,2,0,0,High,188,53,Faro,Esquerdo
80,20,Defender,5,3,5,92.2,1,2,1,0,0,None,207,61,Faro,Ambidestro
58,25,Forward,6,3,14,71.1,2,1,0,1,0,None,200,81,Lisboa,Direito
95,32,Goalkeeper,5,2,7,88.1,3,1,0,0,0,Medium,170,52,Porto,Direito
63,32,Midfielder,4,3,7,79.9,3,3,0,0,0,None,160,89,Faro,Ambidestro
56,21,Defender,5,8,8,71.7,0,2,1,0,0,None,158,99,Porto,Ambidestro
81,16,Forward,5,2,11,87.3,0,2,0,0,0,None,164,94,Faro,Direito
69,19,Midfielder,6,3,11,87.7,4,4,0,0,0,Medium,176,82,Faro,Direito
70,24,Forward,6,4,15,93.9,0,2,1,0,0,High,160,56,Faro,Ambidestro
60,25,Defender,6,1,10,82.1,2,1,1,0,0,None,177,93,Coimbra,Ambidestro
92,26,Goalkeeper,3,4,10,90.5,0,1,0,0,0,None,160,63,Porto,Direito
89,22,Midfielder,8,6,11,93.8,0,1,0,0,0,Low,165,75,Lisboa,Direito
81,28,Forward,6,4,10,93.6,1,2,2,0,1,Low,159,59,Braga,Esquerdo
76,27,Defender,7,2,11,83.1,1,0,1,0,1,Low,163,61,Coimbra,Direito
75,18,Goalkeeper,11,3,11,85.8,2,5,1,1,0,Medium,198,90,Porto,Ambidestro
99,33,Forward,6,6,19,77.9,4,5,0,0,0,None,180,56,Porto,Direito
56,23,Goalkeeper,2,1,9,91.8,1,2,0,0,0,None,150,74,Lisboa,Ambidestro
60,23,Goalkeeper,3,3,9,78.6,3,2,1,0,1,High,206,96,Braga,Ambidestro
86,22,Defender,2,5,11,80.9,1,3,0,0,0,None,206,92,Coimbra,Esquerdo
80,21,Midfielder,3,3,6,75.2,2,0,0,0,0,Medium,166,62,Faro,Ambidestro
64,25,Midfielder,3,4,15,72.8,1,1,2,0,0,High,185,50,Faro,Direito
61,28,Forward,8,7,8,72.5,3,2,0,0,0,None,196,59,Porto,Esquerdo
80,24,Midfielder,7,2,11,74.5,0,3,0,1,0,Low,181,96,Braga,Direito
96,17,Forward,6,3,9,76.8,2,3,0,0,0,High,198,99,Braga,Ambidestro
80,30,Forward,1,2,5,75.3,2,4,3,0,1,Low,160,96,Porto,Ambidestro
98,29,Midfielder,3,5,11,82.4,0,1,0,0,0,Low,156,88,Porto,Ambidestro
98,31,Forward,1,2,12,89.3,0,3,2,1,0,Medium,160,92,Porto,Direito
89,20,Goalkeeper,4,3,8,86.6,1,3,1,0,0,None,205,87,Coimbra,Ambidestro
94,18,Forward,3,1,13,90.6,2,4,0,0,0,Medium,177,75,Lisboa,Direito
57,23,Midfielder,6,3,7,95.9,3,3,1,0,0,High,194,73,Lisboa,Direito
90,29,Goalkeeper,5,5,9,73.2,3,0,0,0,0,None,158,82,Lisboa,Esquerdo
53,24,Defender,6,4,10,93.9,2,2,0,1,0,High,159,77,Coimbra,Ambidestro
74,21,Forward,8,3,10,87.6,0,2,0,0,0,None,195,54,Coimbra,Esquerdo
78,23,Forward,4,0,17,81.6,1,0,0,0,0,Low,208,90,Porto,Ambidestro
55,31,Forward,0,2,9,84.5,4,3,0,0,0,High,171,94,Lisboa,Esquerdo
58,31,Midfielder,4,2,10,81.0,2,3,1,0,0,Medium,159,85,Braga,Direito
90,25,Goalkeeper,5,1,4,95.5,1,1,0,0,1,Low,153,54,Braga,Esquerdo
71,25,Defender,6,6,7,90.5,0,0,1,0,0,None,160,65,Braga,Esquerdo
91,27,Midfielder,2,4,17,81.1,2,1,0,0,0,Low,155,80,Faro,Direito
83,19,Midfielder,6,3,5,79.8,3,2,0,0,0,None,181,89,Coimbra,Esquerdo
53,23,Midfielder,6,2,10,90.0,3,6,1,0,0,None,184,97,Braga,Direito
66,34,Defender,8,3,14,76.5,1,1,0,0,0,None,199,56,Faro,Esquerdo
75,24,Midfielder,3,2,12,71.4,3,3,0,0,0,Low,180,62,Porto,Ambidestro
97,17,Midfielder,7,3,9,84.1,2,1,0,1,0,None,195,95,Coimbra,Esquerdo
79,19,Midfielder,6,1,10,73.2,2,1,1,0,0,None,186,62,Porto,Esquerdo
53,34,Defender,2,2,7,72.6,1,1,0,0,0,Low,154,71,Faro,Esquerdo
53,33,Defender,5,7,7,85.0,3,1,0,0,0,Low,186,87,Faro,Ambidestro
55,30,Defender,6,2,7,71.2,3,2,0,0,0,Medium,166,64,Braga,Direito
63,26,Defender,5,3,7,74.2,1,2,1,0,0,None,162,88,Porto,Ambidestro
51,26,Midfielder,7,2,10,93.4,2,3,0,0,0,Low,196,98,Braga,Ambidestro
68,27,Defender,4,1,9,87.6,2,1,1,0,0,High,168,95,Porto,Ambidestro
61,29,Goalkeeper,6,1,7,80.9,2,3,0,1,0,None,158,69,Braga,Esquerdo
62,30,Goalkeeper,5,7,8,75.8,1,3,0,1,0,High,197,64,Faro,Direito
74,21,Forward,8,4,12,79.2,4,2,0,0,0,None,205,97,Coimbra,Ambidestro
89,26,Midfielder,9,1,6,91.1,2,1,1,0,0,High,191,53,Lisboa,Direito
60,23,Forward,3,4,7,77.5,0,0,0,0,0,Low,208,73,Lisboa,Esquerdo
57,33,Defender,6,1,10,99.3,3,4,2,0,1,High,181,52,Faro,Direito
99,21,Forward,6,3,7,94.9,2,0,2,0,0,Low,150,93,Porto,Direito
78,22,Midfielder,6,4,17,98.1,1,2,3,0,0,High,205,95,Faro,Direito
67,27,Midfielder,6,0,8,70.6,4,1,1,0,0,Low,157,69,Faro,Ambidestro
85,27,Goalkeeper,9,5,6,73.8,3,1,0,0,0,High,185,66,Porto,Ambidestro
92,33,Midfielder,6,2,14,99.4,2,1,2,0,0,None,176,93,Porto,Direito
82,34,Forward,6,6,3,96.6,3,4,1,0,0,None,189,61,Coimbra,Ambidestro
74,21,Midfielder,4,4,8,94.6,1,3,1,0,0,Low,180,86,Braga,Ambidestro
98,33,Midfielder,10,5,8,74.0,0,2,2,0,0,Medium,163,93,Lisboa,Ambidestro
92,24,Forward,2,6,15,96.1,3,2,1,0,0,Medium,203,87,Coimbra,Direito
92,33,Defender,5,3,9,72.1,3,3,0,0,0,High,165,73,Lisboa,Direito
53,26,Midfielder,6,2,12,84.1,4,2,0,0,0,Medium,165,66,Faro,Direito
54,23,Defender,6,4,5,97.2,1,1,0,0,0,Low,193,78,Porto,Direito
64,27,Defender,6,2,8,98.4,3,1,0,0,1,Medium,191,93,Braga,Esquerdo
90,30,Midfielder,2,5,13,84.4,0,2,1,0,0,None,182,59,Lisboa,Ambidestro
78,16,Forward,4,2,15,94.2,5,3,1,0,0,High,172,87,Porto,Ambidestro
83,17,Defender,1,3,7,95.4,2,5,0,0,0,High,193,68,Lisboa,Ambidestro
59,17,Goalkeeper,2,3,15,93.5,3,0,1,1,0,None,154,56,Porto,Direito
60,20,Forward,1,2,14,96.7,4,2,3,0,0,None,162,70,Coimbra,Esquerdo
56,28,Midfielder,6,1,12,86.3,4,2,0,0,0,None,150,62,Porto,Ambidestro
51,24,Midfielder,3,3,10,85.6,4,2,1,0,0,Medium,153,50,Lisboa,Direito
