Publico Presente,Time da Casa,Time Visitante,Dia da Semana,Posicao do Time da Casa no Campeonato,Posicao do Time Visitante no Campeonato,Popularidade do Time da Casa,Popularidade do Time Visitante,Importancia do Jogo,Cor do Uniforme da Casa,Cor do Uniforme Visitante,Distancia entre Cidades (km),Previsao do Tempo,Dia Nacional
4855,Team A,Team B,Wednesday,10,10,4.4,8.3,High,Vermelho,Azul,409,Neve,Sim
52514,Team B,Team C,Friday,2,20,3.5,8,High,Azul,Verde,300,Neve,Sim
46967,Team B,Team D,Friday,5,16,7.3,3.1,High,Azul,Branco,788,Nublado,Nao
4190,Team A,Team D,Tuesday,6,2,3,8,Low,Vermelho,Azul,460,Neve,Sim
28212,Team C,Team A,Sunday,12,2,8.1,3.7,Low,Verde,Verde,957,Chuvoso,Sim
11837,Team A,Team A,Monday,9,10,2.5,7.9,Medium,Amarelo,Vermelho,482,Ensolarado,Sim
34591,Team C,Team D,Tuesday,14,9,1.9,2.1,Low,Amarelo,Branco,73,Chuvoso,Nao
5447,Team C,Team A,Tuesday,19,9,9.7,8,High,Azul,Branco,378,Neve,Nao
-2257,Team B,Team A,Friday,17,16,2.7,3.3,Medium,Amarelo,Vermelho,824,Chuvoso,Nao
22892,Team D,Team C,Wednesday,4,3,4.1,2,Medium,Azul,Branco,594,Chuvoso,Sim
35059,Team C,Team D,Monday,8,12,9.6,5,High,Amarelo,Verde,136,Chuvoso,Nao
1234,Team B,Team C,Monday,12,11,9.8,6.2,Medium,Verde,Branco,429,Chuvoso,Nao
47459,Team B,Team C,Monday,18,5,8.1,6.8,Low,Amarelo,Verde,243,Nublado,Nao
8748,Team A,Team D,Thursday,10,17,3.8,3.3,High,Branco,Vermelho,826,Neve,Nao
43090,Team D,Team C,Wednesday,11,1,4.1,9.2,Low,Azul,Vermelho,328,Ensolarado,Nao
9163,Team D,Team C,Tuesday,14,2,9.6,9.2,High,Azul,Verde,151,Chuvoso,Nao
41938,Team D,Team C,Wednesday,16,15,7.7,9.5,High,Amarelo,Azul,806,Ensolarado,Nao
36065,Team D,Team B,Wednesday,14,9,8.1,1.3,Low,Azul,Verde,772,Nublado,Nao
36424,Team D,Team B,Friday,18,12,5.8,8.3,Low,Amarelo,Verde,486,Nublado,Nao
11237,Team B,Team C,Tuesday,6,4,7.5,5.9,Medium,Azul,Vermelho,695,Neve,Sim
12704,Team D,Team C,Wednesday,12,13,5.7,7.2,Low,Amarelo,Amarelo,745,Nublado,Sim
-2610,Team B,Team D,Monday,2,8,5.1,5.4,Medium,Branco,Vermelho,382,Chuvoso,Sim
20125,Team D,Team C,Saturday,4,4,8,8.2,Medium,Vermelho,Amarelo,864,Ensolarado,Nao
45224,Team D,Team B,Saturday,17,18,8.5,8.7,Medium,Azul,Azul,483,Ensolarado,Nao
41267,Team B,Team D,Wednesday,17,17,6.6,4.9,Low,Azul,Verde,299,Neve,Sim
11641,Team D,Team D,Friday,13,13,3.4,8.7,Low,Amarelo,Amarelo,900,Ensolarado,Sim
25559,Team C,Team C,Sunday,16,6,4.6,1.1,High,Vermelho,Azul,329,Ensolarado,Nao
10707,Team A,Team C,Sunday,12,13,7.2,4.1,High,Azul,Vermelho,997,Nublado,Nao
2039,Team C,Team B,Wednesday,9,4,2.7,7.4,High,Amarelo,Azul,220,Nublado,Sim
-1715,Team B,Team C,Monday,16,4,4.8,9.9,High,Amarelo,Amarelo,289,Neve,Sim
48687,Team D,Team A,Friday,15,15,1.7,6.1,Low,Azul,Verde,252,Chuvoso,Sim
44790,Team C,Team B,Thursday,12,4,4.2,2,Low,Vermelho,Branco,384,Nublado,Nao
8283,Team D,Team B,Friday,19,2,8.6,5.2,Low,Verde,Verde,285,Nublado,Nao
39273,Team B,Team B,Friday,5,8,8.9,6.9,Medium,Azul,Amarelo,771,Neve,Nao
11522,Team A,Team B,Monday,7,11,3.8,2.6,Medium,Amarelo,Branco,919,Chuvoso,Nao
40032,Team B,Team B,Monday,12,15,2.2,7.2,Medium,Branco,Azul,375,Neve,Nao
39709,Team D,Team B,Saturday,6,15,6.9,7.7,Medium,Azul,Amarelo,593,Nublado,Sim
43484,Team B,Team B,Wednesday,2,20,1.7,7.9,Low,Amarelo,Amarelo,199,Ensolarado,Nao
13417,Team B,Team B,Saturday,12,9,4.2,9,Low,Azul,Branco,908,Nublado,Sim
53727,Team D,Team B,Sunday,12,10,1.2,1,Medium,Amarelo,Amarelo,454,Chuvoso,Sim
46142,Team C,Team D,Friday,1,20,9.9,6.8,Low,Azul,Verde,448,Neve,Sim
48554,Team B,Team D,Thursday,13,6,4,1.9,Low,Amarelo,Verde,577,Nublado,Sim
16996,Team B,Team D,Friday,19,10,5.4,7.9,High,Branco,Branco,587,Ensolarado,Nao
35139,Team D,Team C,Wednesday,2,15,4.5,7.5,Medium,Vermelho,Amarelo,628,Ensolarado,Nao
17919,Team B,Team D,Sunday,20,10,2.6,8.3,Medium,Vermelho,Amarelo,779,Nublado,Nao
-15336,Team B,Team A,Friday,20,17,7.3,3.2,Low,Amarelo,Azul,906,Chuvoso,Nao
43068,Team B,Team A,Saturday,7,2,2.6,1.3,Medium,Branco,Azul,592,Nublado,Nao
24588,Team B,Team A,Monday,14,8,7.6,8.1,Medium,Vermelho,Azul,278,Neve,Sim
46503,Team C,Team C,Thursday,15,4,4.7,7,Low,Vermelho,Azul,897,Ensolarado,Sim
18068,Team D,Team A,Sunday,2,16,10,1.2,High,Branco,Vermelho,396,Nublado,Sim
13165,Team A,Team D,Friday,7,17,3.8,6.8,Medium,Branco,Verde,573,Chuvoso,Sim
48490,Team A,Team D,Saturday,14,6,8.8,9.7,Low,Amarelo,Azul,80,Ensolarado,Nao
44768,Team A,Team B,Thursday,6,6,5.9,9.7,Medium,Amarelo,Amarelo,428,Neve,Nao
34617,Team A,Team C,Wednesday,3,5,7.8,3.5,Low,Azul,Branco,323,Chuvoso,Sim
13290,Team C,Team C,Wednesday,4,12,4.5,2.9,Low,Amarelo,Vermelho,537,Nublado,Sim
32621,Team B,Team B,Wednesday,2,20,8.1,1,Low,Vermelho,Branco,744,Chuvoso,Nao
8413,Team B,Team D,Sunday,9,5,2,9,Medium,Vermelho,Verde,522,Ensolarado,Nao
54767,Team C,Team C,Saturday,9,12,8.5,1.7,Medium,Branco,Branco,951,Nublado,Sim
24127,Team D,Team B,Tuesday,8,16,9.9,7.4,Low,Branco,Verde,722,Neve,Sim
33098,Team A,Team B,Sunday,8,17,6.6,5.2,High,Verde,Amarelo,405,Neve,Sim
25713,Team C,Team C,Tuesday,10,15,1.7,7.2,Low,Azul,Vermelho,230,Ensolarado,Nao
52948,Team C,Team C,Friday,3,13,6.1,2.1,Low,Azul,Branco,674,Chuvoso,Sim
25518,Team D,Team B,Wednesday,11,1,8.3,3,Medium,Azul,Amarelo,988,Neve,Nao
60505,Team D,Team A,Wednesday,8,14,7.4,9.1,Medium,Branco,Amarelo,488,Neve,Sim
21837,Team A,Team B,Tuesday,1,9,9.6,3,Low,Azul,Amarelo,736,Chuvoso,Sim
19599,Team C,Team B,Monday,10,4,8.6,8.3,High,Azul,Azul,323,Nublado,Nao
50186,Team B,Team B,Wednesday,13,10,9.3,3.6,Low,Vermelho,Amarelo,136,Chuvoso,Nao
23742,Team C,Team C,Friday,2,12,2.9,7.7,Low,Vermelho,Branco,854,Chuvoso,Nao
53356,Team A,Team A,Tuesday,18,18,4.2,5.1,Medium,Branco,Branco,94,Neve,Sim
9571,Team A,Team C,Saturday,19,15,6.5,2.8,Low,Verde,Branco,912,Nublado,Sim
13644,Team A,Team D,Saturday,2,18,2.8,9,High,Verde,Amarelo,645,Neve,Sim
45266,Team D,Team A,Friday,5,14,4.9,5.7,Low,Verde,Amarelo,257,Neve,Sim
49883,Team C,Team A,Monday,8,8,8.8,7.8,Low,Branco,Verde,622,Neve,Sim
45664,Team D,Team D,Tuesday,12,3,7.9,6.4,High,Vermelho,Verde,637,Ensolarado,Sim
10107,Team A,Team C,Wednesday,13,10,5.3,5.2,High,Verde,Vermelho,187,Neve,Nao
57598,Team B,Team A,Friday,20,19,4.8,2.9,High,Azul,Branco,420,Ensolarado,Nao
11943,Team A,Team C,Monday,5,16,9.5,8.3,High,Amarelo,Verde,962,Nublado,Nao
37238,Team B,Team A,Sunday,5,1,7.2,5.1,Low,Verde,Amarelo,720,Nublado,Nao
8303,Team C,Team B,Friday,3,17,4.4,6.9,Medium,Vermelho,Azul,791,Chuvoso,Sim
25504,Team A,Team C,Friday,18,8,5.3,8.8,Medium,Branco,Azul,873,Chuvoso,Sim
30843,Team A,Team D,Saturday,11,15,9.6,7.7,Low,Vermelho,Vermelho,820,Neve,Nao
32271,Team B,Team B,Sunday,19,14,4,2.7,High,Vermelho,Azul,150,Ensolarado,Nao
39901,Team C,Team B,Saturday,9,4,2.9,9.8,Medium,Verde,Branco,254,Ensolarado,Nao
37090,Team B,Team C,Thursday,12,3,9.4,6.4,Medium,Verde,Branco,385,Nublado,Nao
-4349,Team C,Team D,Thursday,5,19,4.8,9.7,Medium,Verde,Amarelo,631,Ensolarado,Sim
47858,Team B,Team C,Thursday,8,16,8.3,8.2,High,Vermelho,Vermelho,182,Nublado,Nao
11499,Team B,Team C,Thursday,20,12,3.2,3.1,Medium,Amarelo,Verde,846,Ensolarado,Nao
48545,Team D,Team D,Saturday,11,13,1.1,5.7,High,Branco,Branco,53,Nublado,Sim
23450,Team A,Team C,Monday,19,9,3.6,5.9,Medium,Amarelo,Azul,53,Chuvoso,Nao
14521,Team B,Team C,Thursday,14,16,1.1,1.8,High,Amarelo,Branco,825,Ensolarado,Nao
39144,Team C,Team D,Wednesday,5,17,8.2,7.2,High,Branco,Azul,320,Ensolarado,Nao
54374,Team B,Team C,Thursday,11,12,9.3,8.4,High,Branco,Azul,622,Chuvoso,Sim
-6246,Team C,Team A,Friday,14,11,9,1.2,Low,Azul,Verde,95,Ensolarado,Nao
13952,Team B,Team C,Sunday,12,1,8.4,7.3,Medium,Vermelho,Branco,97,Neve,Sim
34060,Team D,Team C,Sunday,9,12,8.7,4.3,High,Vermelho,Verde,800,Neve,Sim
10281,Team D,Team A,Wednesday,12,16,6.2,6.7,High,Vermelho,Vermelho,927,Neve,Nao
11899,Team D,Team B,Thursday,18,7,5.8,4.5,Medium,Amarelo,Branco,914,Nublado,Nao
-7761,Team A,Team D,Friday,16,15,4.6,8,High,Verde,Azul,365,Nublado,Sim
53948,Team B,Team C,Monday,19,16,3,8.4,Low,Amarelo,Amarelo,214,Nublado,Nao
48297,Team C,Team B,Sunday,1,8,6,2.4,High,Amarelo,Amarelo,54,Chuvoso,Sim
7425,Team D,Team A,Friday,18,1,2.1,4.4,Low,Azul,Azul,249,Neve,Sim
28854,Team C,Team B,Tuesday,10,4,3,8.4,Low,Amarelo,Amarelo,739,Chuvoso,Sim
17896,Team A,Team D,Monday,11,19,5.6,4.7,Medium,Verde,Amarelo,101,Neve,Nao
51660,Team C,Team D,Friday,6,3,2,4.1,High,Azul,Verde,211,Chuvoso,Sim
-5161,Team D,Team B,Sunday,16,12,3.7,9.8,Medium,Azul,Amarelo,441,Ensolarado,Sim
33391,Team D,Team C,Tuesday,10,9,1.6,7,Medium,Amarelo,Verde,66,Nublado,Nao
14328,Team A,Team B,Saturday,17,18,8.5,6.1,Medium,Vermelho,Amarelo,289,Chuvoso,Nao
-6631,Team B,Team D,Thursday,19,9,3.7,5.4,High,Amarelo,Verde,957,Nublado,Sim
44271,Team C,Team A,Saturday,10,9,8.3,2.2,Medium,Branco,Verde,697,Chuvoso,Nao
43200,Team A,Team D,Tuesday,4,16,3.8,1.1,Low,Azul,Vermelho,535,Neve,Nao
17210,Team B,Team B,Friday,10,10,2.8,10,High,Azul,Branco,332,Ensolarado,Nao
40976,Team B,Team C,Monday,19,1,5,1.9,High,Vermelho,Verde,927,Ensolarado,Sim
22719,Team A,Team C,Monday,4,8,9.4,2.4,Low,Vermelho,Verde,170,Nublado,Nao
-3191,Team A,Team B,Saturday,3,8,3,3.6,Low,Azul,Azul,319,Ensolarado,Sim
40530,Team B,Team A,Wednesday,16,6,7.7,4.3,High,Azul,Vermelho,403,Neve,Nao
8358,Team B,Team C,Tuesday,17,17,3,6.2,High,Branco,Azul,164,Chuvoso,Sim
32852,Team A,Team A,Tuesday,11,8,5,2.3,Low,Branco,Vermelho,994,Neve,Sim
38790,Team A,Team C,Friday,10,14,6.8,6.4,Low,Verde,Azul,117,Ensolarado,Nao
24821,Team B,Team B,Wednesday,5,11,3.9,8.7,Low,Branco,Vermelho,71,Nublado,Sim
17901,Team D,Team A,Wednesday,17,12,7.8,3.4,Low,Vermelho,Branco,78,Chuvoso,Nao
35240,Team B,Team C,Saturday,4,9,2.8,4.7,High,Azul,Azul,125,Chuvoso,Nao
16873,Team C,Team D,Wednesday,20,15,6.5,8.1,Medium,Verde,Branco,535,Neve,Sim
6471,Team C,Team A,Wednesday,6,9,3.8,6,Low,Azul,Azul,185,Chuvoso,Sim
8229,Team A,Team A,Thursday,17,19,9.7,3.5,Low,Azul,Vermelho,161,Nublado,Sim
35017,Team D,Team A,Sunday,10,19,3.1,1.2,Medium,Verde,Vermelho,77,Chuvoso,Sim
5535,Team A,Team D,Saturday,1,12,4.1,7.7,Medium,Verde,Amarelo,516,Nublado,Sim
28852,Team D,Team B,Tuesday,2,1,7.2,8.2,High,Verde,Branco,93,Neve,Nao
9585,Team B,Team B,Monday,18,1,7.7,9.1,High,Azul,Vermelho,229,Ensolarado,Nao
18641,Team D,Team D,Monday,18,13,3.4,6.1,Medium,Azul,Branco,123,Neve,Sim
33645,Team B,Team B,Thursday,16,10,6.6,9.8,Medium,Verde,Azul,196,Chuvoso,Nao
-932,Team A,Team A,Wednesday,16,15,6.1,8,Low,Verde,Amarelo,765,Neve,Sim
37606,Team A,Team B,Thursday,17,20,3.2,5.7,Low,Verde,Verde,77,Ensolarado,Nao
35799,Team A,Team C,Tuesday,8,16,5.2,7.6,High,Branco,Azul,530,Nublado,Nao
12148,Team A,Team B,Friday,9,9,9.9,5.2,Medium,Azul,Verde,274,Nublado,Nao
35316,Team B,Team A,Sunday,4,11,5.6,2.5,Medium,Vermelho,Branco,170,Chuvoso,Nao
-8137,Team D,Team C,Saturday,3,3,9.6,7.2,Low,Verde,Branco,876,Chuvoso,Nao
2117,Team C,Team C,Tuesday,15,2,8.7,3.9,High,Azul,Azul,784,Nublado,Nao
36263,Team C,Team C,Friday,4,2,6.5,1.9,Low,Verde,Verde,899,Chuvoso,Nao
28546,Team A,Team D,Wednesday,18,9,7.4,2.4,Medium,Vermelho,Branco,847,Chuvoso,Sim
36031,Team A,Team A,Saturday,15,18,7.4,4,High,Azul,Amarelo,369,Chuvoso,Nao
45723,Team C,Team A,Monday,19,12,5.6,4.3,Low,Amarelo,Vermelho,180,Nublado,Nao
6854,Team B,Team A,Tuesday,5,5,8.3,3.9,Medium,Branco,Amarelo,625,Neve,Sim
48254,Team B,Team B,Tuesday,5,2,8.7,4.1,Medium,Vermelho,Vermelho,803,Chuvoso,Nao
57323,Team D,Team A,Monday,6,2,4.1,6.9,Low,Azul,Vermelho,207,Neve,Sim
9572,Team D,Team D,Sunday,5,14,1.6,8.5,Low,Vermelho,Amarelo,156,Ensolarado,Nao
3737,Team A,Team C,Friday,1,17,9.9,9.5,High,Verde,Verde,562,Chuvoso,Sim
6149,Team A,Team A,Saturday,18,2,2.7,4.2,High,Branco,Vermelho,482,Ensolarado,Sim
397,Team C,Team C,Wednesday,20,3,6,9,High,Branco,Amarelo,243,Nublado,Sim
27586,Team D,Team A,Tuesday,17,11,1,6,High,Amarelo,Branco,184,Ensolarado,Sim
6702,Team A,Team C,Thursday,9,7,4.7,8.9,Medium,Verde,Azul,617,Chuvoso,Sim
30435,Team C,Team C,Tuesday,17,6,4.6,7.3,Low,Vermelho,Vermelho,418,Chuvoso,Sim
24208,Team B,Team D,Monday,14,2,9.9,2.8,High,Verde,Vermelho,315,Ensolarado,Sim
5565,Team D,Team C,Sunday,8,17,1.1,2.9,Medium,Branco,Branco,853,Ensolarado,Nao
34537,Team A,Team C,Thursday,16,18,3.9,9.2,Low,Amarelo,Azul,661,Chuvoso,Nao
43652,Team D,Team B,Tuesday,4,1,3.9,8.6,Low,Vermelho,Amarelo,865,Neve,Sim
25492,Team D,Team B,Wednesday,5,20,6.4,8,High,Branco,Vermelho,853,Chuvoso,Sim
15296,Team C,Team B,Monday,4,14,6.7,5.7,Medium,Amarelo,Amarelo,616,Nublado,Nao
3363,Team A,Team D,Thursday,2,9,5.5,6.9,Low,Vermelho,Vermelho,838,Neve,Sim
26324,Team D,Team D,Thursday,3,1,8.1,6.7,High,Verde,Amarelo,131,Neve,Sim
41360,Team D,Team A,Wednesday,9,5,3.9,8,High,Amarelo,Amarelo,572,Ensolarado,Sim
23526,Team A,Team D,Sunday,12,12,4.2,4.7,Medium,Azul,Vermelho,956,Nublado,Sim
27313,Team D,Team D,Monday,14,4,2.7,1.9,High,Branco,Verde,310,Neve,Sim
29273,Team C,Team C,Tuesday,13,17,3,7.6,High,Amarelo,Vermelho,488,Nublado,Nao
30971,Team D,Team A,Monday,3,14,8.2,7.5,Low,Amarelo,Verde,202,Nublado,Nao
11470,Team A,Team D,Wednesday,12,12,1.9,4.6,Medium,Azul,Branco,600,Neve,Nao
29130,Team C,Team C,Friday,16,20,7.7,4.3,Medium,Branco,Branco,357,Ensolarado,Sim
38356,Team D,Team C,Wednesday,5,13,4.5,4.5,High,Azul,Azul,759,Chuvoso,Sim
53910,Team A,Team B,Monday,13,10,8.6,9,High,Branco,Azul,686,Chuvoso,Sim
37761,Team A,Team B,Friday,11,12,6.9,5.9,High,Azul,Branco,130,Ensolarado,Sim
50049,Team A,Team A,Friday,4,5,9,3.4,High,Branco,Azul,132,Neve,Sim
3780,Team D,Team A,Friday,15,8,6.4,7.4,Low,Verde,Vermelho,872,Ensolarado,Nao
-5124,Team C,Team B,Sunday,15,9,3.2,5.8,Medium,Verde,Branco,964,Ensolarado,Sim
23989,Team D,Team C,Thursday,4,1,7.6,8.4,Medium,Verde,Verde,986,Neve,Nao
28759,Team A,Team C,Sunday,12,17,1.6,1.2,Low,Azul,Vermelho,756,Chuvoso,Nao
22667,Team B,Team D,Tuesday,1,5,2.5,4.2,Medium,Amarelo,Verde,190,Chuvoso,Sim
50400,Team C,Team A,Saturday,8,10,2.6,9.6,Medium,Amarelo,Branco,314,Neve,Nao
16170,Team B,Team A,Wednesday,2,14,8.4,2,Low,Vermelho,Branco,838,Ensolarado,Nao
38837,Team B,Team A,Saturday,16,3,9.3,8.6,High,Verde,Vermelho,358,Ensolarado,Sim
2460,Team C,Team B,Monday,6,2,5.9,6,High,Amarelo,Vermelho,491,Chuvoso,Nao
44849,Team C,Team D,Sunday,7,14,7.2,6,Low,Vermelho,Branco,631,Nublado,Sim
49715,Team D,Team D,Wednesday,6,8,3.9,5.1,Low,Branco,Branco,193,Neve,Sim
34367,Team B,Team A,Thursday,20,6,8,9.3,Medium,Verde,Verde,537,Chuvoso,Nao
19176,Team D,Team C,Wednesday,11,9,2.4,3.5,Low,Vermelho,Amarelo,240,Nublado,Nao
19224,Team D,Team C,Thursday,6,13,3.8,8.2,Low,Vermelho,Vermelho,181,Chuvoso,Sim
6025,Team D,Team D,Thursday,5,4,4.9,9.1,High,Vermelho,Amarelo,565,Chuvoso,Nao
9888,Team C,Team B,Monday,2,12,4.7,7,Medium,Amarelo,Branco,981,Nublado,Nao
36847,Team B,Team D,Saturday,11,18,9.9,6.9,High,Branco,Vermelho,268,Chuvoso,Sim
30214,Team A,Team C,Friday,13,5,6.6,3.8,Low,Vermelho,Branco,155,Nublado,Sim
55807,Team C,Team D,Thursday,10,9,4.4,8.7,Medium,Amarelo,Amarelo,470,Chuvoso,Nao
724,Team C,Team C,Saturday,2,11,6.7,9.8,Low,Verde,Branco,537,Ensolarado,Sim
51788,Team B,Team C,Wednesday,9,3,1.6,3.3,Low,Azul,Azul,93,Nublado,Nao
36880,Team B,Team D,Monday,16,1,6.2,6.5,Medium,Amarelo,Azul,667,Ensolarado,Nao
17078,Team B,Team A,Wednesday,2,19,4.7,1.5,Low,Amarelo,Branco,864,Ensolarado,Sim
10604,Team B,Team D,Saturday,18,5,2.5,6.1,Medium,Azul,Amarelo,848,Nublado,Sim
51228,Team B,Team D,Saturday,9,16,5.3,5.7,Medium,Azul,Vermelho,354,Neve,Sim
12248,Team A,Team C,Tuesday,5,13,5.8,1.7,Low,Branco,Branco,495,Nublado,Nao
23021,Team D,Team D,Monday,16,7,3.3,4.3,Medium,Branco,Azul,510,Ensolarado,Nao
34495,Team D,Team C,Sunday,20,19,7.1,5.9,Medium,Azul,Azul,527,Chuvoso,Nao
38434,Team C,Team C,Saturday,4,11,1.6,4.7,Low,Amarelo,Branco,436,Nublado,Sim
39085,Team D,Team B,Thursday,3,4,3.4,4,Low,Azul,Verde,580,Nublado,Sim
11990,Team D,Team C,Saturday,9,16,8.8,9.3,Medium,Amarelo,Azul,72,Neve,Sim
29060,Team D,Team A,Saturday,19,4,4.8,3.6,High,Branco,Vermelho,175,Nublado,Nao
16153,Team A,Team C,Wednesday,10,7,9.3,9.7,Medium,Verde,Azul,717,Nublado,Sim
14168,Team A,Team C,Wednesday,8,1,8.7,2,High,Amarelo,Azul,701,Neve,Nao
46124,Team D,Team D,Monday,4,9,6.9,4.9,Low,Verde,Azul,205,Ensolarado,Nao
52058,Team B,Team D,Thursday,14,9,9.7,5.5,High,Branco,Azul,249,Ensolarado,Nao
7561,Team D,Team A,Tuesday,11,20,9.1,4.3,Low,Verde,Amarelo,334,Neve,Sim
53109,Team B,Team B,Sunday,16,3,1.5,2.8,High,Azul,Vermelho,79,Ensolarado,Sim
28619,Team C,Team D,Monday,19,12,2.5,7.5,Low,Vermelho,Azul,574,Ensolarado,Nao
32068,Team B,Team C,Monday,14,1,2.6,4.8,Medium,Verde,Branco,354,Nublado,Nao
35649,Team A,Team B,Saturday,3,5,7.8,5.8,Low,Amarelo,Branco,434,Ensolarado,Sim
41853,Team C,Team D,Wednesday,4,3,4.5,1.9,High,Azul,Amarelo,831,Chuvoso,Nao
40129,Team A,Team C,Thursday,15,14,2.3,5.2,Medium,Azul,Azul,735,Chuvoso,Nao
3738,Team A,Team C,Sunday,18,8,8.3,4.1,Medium,Vermelho,Azul,222,Neve,Nao
6370,Team A,Team D,Monday,7,19,8.3,7.9,Medium,Amarelo,Azul,212,Nublado,Nao
24318,Team D,Team B,Sunday,5,8,4,7.4,Low,Verde,Amarelo,343,Chuvoso,Sim
60525,Team A,Team A,Thursday,12,19,9.6,1.9,Low,Branco,Vermelho,570,Ensolarado,Sim
42086,Team A,Team D,Friday,14,10,6.9,2.9,High,Branco,Vermelho,705,Ensolarado,Nao
43585,Team A,Team B,Sunday,13,7,4.7,3,Medium,Branco,Vermelho,623,Ensolarado,Sim
20586,Team D,Team C,Friday,17,16,1.2,7.8,Medium,Amarelo,Verde,761,Chuvoso,Nao
42986,Team D,Team B,Monday,19,10,8.3,1.4,Medium,Azul,Verde,587,Neve,Nao
23828,Team A,Team C,Friday,13,11,8.8,1.6,High,Vermelho,Verde,628,Neve,Sim
27105,Team A,Team D,Tuesday,13,7,9.3,9.3,High,Amarelo,Azul,436,Ensolarado,Nao
4169,Team C,Team C,Saturday,13,5,9,3.8,High,Amarelo,Branco,343,Neve,Nao
14521,Team A,Team B,Thursday,6,18,9.5,5.4,Medium,Vermelho,Verde,964,Nublado,Sim
38063,Team B,Team C,Thursday,12,2,9.9,6.3,High,Amarelo,Azul,973,Nublado,Sim
52116,Team D,Team B,Saturday,9,3,5.4,1.3,Medium,Azul,Amarelo,296,Ensolarado,Nao
52120,Team C,Team A,Saturday,16,2,8.6,4.7,Low,Amarelo,Amarelo,390,Nublado,Sim
15599,Team B,Team C,Wednesday,9,6,7.3,9.3,High,Vermelho,Vermelho,481,Ensolarado,Nao
25342,Team A,Team A,Friday,12,1,8.7,5.7,Medium,Branco,Amarelo,338,Chuvoso,Sim
25602,Team C,Team D,Saturday,16,2,3.7,1.2,Low,Verde,Branco,689,Neve,Nao
17037,Team C,Team B,Tuesday,18,18,4.8,7.7,Medium,Amarelo,Branco,333,Ensolarado,Nao
9530,Team D,Team D,Wednesday,6,1,2.4,2.2,Low,Azul,Amarelo,533,Chuvoso,Sim
30241,Team B,Team D,Sunday,19,15,2.1,1.9,Low,Vermelho,Branco,825,Chuvoso,Sim
43271,Team C,Team C,Wednesday,13,10,9.8,3.4,Low,Amarelo,Verde,529,Neve,Nao
52997,Team D,Team D,Tuesday,17,12,8.5,9.1,Medium,Verde,Verde,704,Nublado,Sim
33763,Team B,Team D,Sunday,17,2,3.5,9.2,High,Azul,Amarelo,239,Nublado,Sim
39922,Team D,Team A,Saturday,19,12,4.1,3.4,Low,Azul,Branco,174,Nublado,Nao
45443,Team D,Team B,Thursday,16,1,1.8,9.1,Low,Amarelo,Amarelo,168,Nublado,Nao
14800,Team C,Team C,Thursday,3,12,4.5,3.1,Low,Azul,Vermelho,301,Ensolarado,Sim
10465,Team D,Team B,Monday,16,8,1.3,4.8,Medium,Verde,Vermelho,553,Chuvoso,Sim
10947,Team C,Team B,Tuesday,9,7,6.6,6.9,High,Amarelo,Branco,431,Chuvoso,Sim
5717,Team A,Team C,Sunday,10,7,1.4,5.5,Medium,Vermelho,Branco,984,Ensolarado,Sim
41531,Team A,Team D,Friday,5,9,7.9,3.7,Medium,Amarelo,Azul,333,Nublado,Sim
23829,Team A,Team B,Sunday,10,15,4.5,8.9,High,Vermelho,Verde,967,Chuvoso,Nao
31584,Team A,Team A,Friday,16,4,8.4,7.8,Medium,Branco,Azul,839,Ensolarado,Sim
12003,Team B,Team B,Saturday,14,15,5.8,4.3,Medium,Azul,Azul,827,Neve,Nao
21693,Team C,Team C,Monday,13,12,1.6,8,Low,Amarelo,Amarelo,638,Chuvoso,Nao
14884,Team C,Team D,Saturday,17,5,9.4,4.3,Low,Amarelo,Verde,963,Ensolarado,Sim
30397,Team A,Team D,Thursday,17,7,9.4,7.2,Low,Vermelho,Verde,101,Chuvoso,Nao
5336,Team D,Team D,Tuesday,1,16,2.4,9.6,Medium,Vermelho,Vermelho,954,Neve,Sim
40235,Team C,Team B,Saturday,5,20,1.2,1.8,Low,Azul,Branco,868,Ensolarado,Sim
30807,Team A,Team C,Monday,16,18,6.1,6.9,Low,Verde,Verde,75,Ensolarado,Sim
19043,Team D,Team D,Monday,9,1,4.3,6.3,Low,Vermelho,Vermelho,176,Chuvoso,Nao
23367,Team A,Team D,Thursday,13,9,3.2,3,Low,Amarelo,Verde,411,Chuvoso,Sim
6393,Team C,Team A,Friday,13,16,6.5,7.1,High,Amarelo,Vermelho,940,Nublado,Nao
6547,Team A,Team B,Friday,13,9,4.7,5.1,Medium,Vermelho,Azul,579,Nublado,Sim
33683,Team D,Team C,Saturday,6,5,6.4,5,High,Vermelho,Azul,886,Neve,Nao
1018,Team B,Team C,Tuesday,13,7,5.6,7.9,High,Azul,Verde,762,Neve,Nao
31467,Team A,Team A,Friday,18,7,2.2,9.9,Medium,Azul,Amarelo,96,Chuvoso,Sim
28636,Team A,Team B,Wednesday,9,3,1.8,3.9,Medium,Amarelo,Branco,957,Ensolarado,Sim
30919,Team B,Team A,Saturday,18,2,7.6,6,Low,Verde,Vermelho,205,Ensolarado,Nao
14877,Team D,Team B,Saturday,1,10,1.4,9.5,Medium,Vermelho,Branco,168,Chuvoso,Sim
24029,Team A,Team C,Friday,3,3,3.1,6.1,High,Amarelo,Amarelo,677,Neve,Nao
36363,Team A,Team D,Thursday,17,7,2.1,6.4,High,Vermelho,Vermelho,418,Neve,Nao
